dataset,model,class_pair,target_idx,selector,selector_label,fraction,candidate_count,k,overlap,overlap_at_k,random_expected_overlap_at_k
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.05,5000,250,202,0.808,0.05
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.05,5000,250,250,1.0,0.05
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.1,5000,500,113,0.226,0.1
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.1,5000,500,364,0.728,0.1
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.1,5000,500,497,0.994,0.1
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.2,5000,1000,382,0.382,0.2
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.2,5000,1000,700,0.7,0.2
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.2,5000,1000,998,0.998,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.01,500,5,3,0.6,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.02,500,10,2,0.2,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.02,500,10,7,0.7,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.05,500,25,6,0.24,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.05,500,25,10,0.4,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.1,500,50,22,0.44,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.1,500,50,33,0.66,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.1,500,50,50,1.0,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.2,500,100,47,0.47,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.2,500,100,68,0.68,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.2,500,100,99,0.99,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.005,500,2,1,0.5,0.004
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.01,500,5,4,0.8,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.02,500,10,1,0.1,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.02,500,10,5,0.5,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.05,500,25,4,0.16,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.05,500,25,16,0.64,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.1,500,50,12,0.24,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.1,500,50,32,0.64,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.1,500,50,50,1.0,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.2,500,100,40,0.4,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.2,500,100,64,0.64,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.2,500,100,100,1.0,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.01,500,5,2,0.4,0.01
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.02,500,10,0,0.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.02,500,10,3,0.3,0.02
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.02,500,10,9,0.9,0.02
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.05,500,25,5,0.2,0.05
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.05,500,25,15,0.6,0.05
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.1,500,50,18,0.36,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.1,500,50,30,0.6,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.1,500,50,49,0.98,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.2,500,100,43,0.43,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.2,500,100,67,0.67,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.2,500,100,99,0.99,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.01,500,5,4,0.8,0.01
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.02,500,10,0,0.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.02,500,10,5,0.5,0.02
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.05,500,25,2,0.08,0.05
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.05,500,25,13,0.52,0.05
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.1,500,50,14,0.28,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.1,500,50,29,0.58,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.1,500,50,50,1.0,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.2,500,100,50,0.5,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.2,500,100,71,0.71,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.2,500,100,98,0.98,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.01,500,5,3,0.6,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.02,500,10,4,0.4,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.02,500,10,8,0.8,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.05,500,25,8,0.32,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.05,500,25,15,0.6,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.05,500,25,24,0.96,0.05
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.1,500,50,19,0.38,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.1,500,50,34,0.68,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.1,500,50,50,1.0,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta0,GRAFT (\beta=0),0.2,500,100,46,0.46,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8030,beta1,GRAFT+ (\beta=1),0.2,500,100,75,0.75,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8030,A,Backbone alignment A,0.2,500,100,99,0.99,0.2
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.005,500,2,1,0.5,0.004
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.01,500,5,4,0.8,0.01
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.02,500,10,1,0.1,0.02
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.02,500,10,6,0.6,0.02
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.05,500,25,9,0.36,0.05
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.05,500,25,17,0.68,0.05
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.1,500,50,18,0.36,0.1
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.1,500,50,34,0.68,0.1
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.1,500,50,49,0.98,0.1
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta0,GRAFT (\beta=0),0.2,500,100,43,0.43,0.2
CIFAR100,ResNet18BN,sea-willow_tree,6836,beta1,GRAFT+ (\beta=1),0.2,500,100,67,0.67,0.2
CIFAR100,ResNet18BN,sea-willow_tree,6836,A,Backbone alignment A,0.2,500,100,100,1.0,0.2
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.01,500,5,2,0.4,0.01
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.02,500,10,2,0.2,0.02
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.02,500,10,6,0.6,0.02
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.05,500,25,10,0.4,0.05
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.05,500,25,17,0.68,0.05
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.1,500,50,21,0.42,0.1
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.1,500,50,35,0.7,0.1
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.1,500,50,49,0.98,0.1
CIFAR100,ResNet18BN,sea-willow_tree,579,beta0,GRAFT (\beta=0),0.2,500,100,44,0.44,0.2
CIFAR100,ResNet18BN,sea-willow_tree,579,beta1,GRAFT+ (\beta=1),0.2,500,100,70,0.7,0.2
CIFAR100,ResNet18BN,sea-willow_tree,579,A,Backbone alignment A,0.2,500,100,99,0.99,0.2
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.01,500,5,3,0.6,0.01
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.02,500,10,0,0.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.02,500,10,5,0.5,0.02
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.05,500,25,4,0.16,0.05
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.05,500,25,15,0.6,0.05
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.05,500,25,24,0.96,0.05
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.1,500,50,12,0.24,0.1
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.1,500,50,28,0.56,0.1
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.1,500,50,48,0.96,0.1
CIFAR100,ResNet18BN,sea-willow_tree,411,beta0,GRAFT (\beta=0),0.2,500,100,43,0.43,0.2
CIFAR100,ResNet18BN,sea-willow_tree,411,beta1,GRAFT+ (\beta=1),0.2,500,100,64,0.64,0.2
CIFAR100,ResNet18BN,sea-willow_tree,411,A,Backbone alignment A,0.2,500,100,99,0.99,0.2
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.01,500,5,1,0.2,0.01
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.01,500,5,4,0.8,0.01
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.02,500,10,2,0.2,0.02
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.02,500,10,6,0.6,0.02
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.05,500,25,8,0.32,0.05
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.05,500,25,16,0.64,0.05
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.1,500,50,18,0.36,0.1
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.1,500,50,32,0.64,0.1
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.1,500,50,48,0.96,0.1
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta0,GRAFT (\beta=0),0.2,500,100,41,0.41,0.2
CIFAR100,ResNet18BN,sea-willow_tree,2612,beta1,GRAFT+ (\beta=1),0.2,500,100,70,0.7,0.2
CIFAR100,ResNet18BN,sea-willow_tree,2612,A,Backbone alignment A,0.2,500,100,100,1.0,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.001,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.001,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.002,500,1,0,0.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.002,500,1,1,1.0,0.002
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.005,500,2,0,0.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.005,500,2,2,1.0,0.004
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.005,500,2,2,1.0,0.004
